# Time X0 Y0 Z0 X1 Y1 Z1 X2 Y2 Z2 X3 Y3 Z3 X4 Y4 Z4
0.14000000 0.15482128 -0.89763635 0.00000000 0.39685872 -0.81989241 0.00000000 0.60798460 -0.67828768 0.00000000 0.77175581 -0.48385233 0.00000000 0.87541568 -0.25172952 0.00000000
0.15000001 0.06400555 -0.90257078 0.00000000 0.32787484 -0.84334373 0.00000000 0.56245548 -0.70878357 0.00000000 0.74679434 -0.51090997 0.00000000 0.86442387 -0.26739785 0.00000000
0.16000001 -0.02624539 -0.89844179 0.00000000 0.25770673 -0.86108899 0.00000000 0.51549411 -0.73631024 0.00000000 0.72094363 -0.53677452 0.00000000 0.85319686 -0.28274047 0.00000000
0.17000000 -0.11503935 -0.88541079 0.00000000 0.18681933 -0.87308902 0.00000000 0.46728873 -0.76080704 0.00000000 0.69425792 -0.56141979 0.00000000 0.84174144 -0.29775494 0.00000000
0.18000001 -0.20151038 -0.86372560 0.00000000 0.11567538 -0.87934482 0.00000000 0.41803050 -0.78222650 0.00000000 0.66679186 -0.58482176 0.00000000 0.83006614 -0.31243905 0.00000000
0.19000001 -0.28482717 -0.83371598 0.00000000 0.04473362 -0.87989056 0.00000000 0.36791193 -0.80053115 0.00000000 0.63860011 -0.60695857 0.00000000 0.81817865 -0.32679090 0.00000000
0.20000000 -0.36420065 -0.79579306 0.00000000 -0.02555473 -0.87479985 0.00000000 0.31712541 -0.81569546 0.00000000 0.60973918 -0.62781125 0.00000000 0.80608761 -0.34080857 0.00000000
0.21000001 -0.43889233 -0.75043851 0.00000000 -0.09474862 -0.86417961 0.00000000 0.26586401 -0.82770735 0.00000000 0.58026427 -0.64736176 0.00000000 0.79380095 -0.35448995 0.00000000
0.22000001 -0.50821900 -0.69820279 0.00000000 -0.16241981 -0.84817082 0.00000000 0.21431936 -0.83656490 0.00000000 0.55023199 -0.66559607 0.00000000 0.78132677 -0.36783344 0.00000000
0.23000000 -0.57156104 -0.63969862 0.00000000 -0.22815560 -0.82694668 0.00000000 0.16268188 -0.84227711 0.00000000 0.51969904 -0.68250209 0.00000000 0.76867288 -0.38083816 0.00000000
0.24000001 -0.62836581 -0.57559198 0.00000000 -0.29156077 -0.80071294 0.00000000 0.11113938 -0.84486526 0.00000000 0.48872140 -0.69806910 0.00000000 0.75584722 -0.39350224 0.00000000
0.25000000 -0.67815387 -0.50659561 0.00000000 -0.35226068 -0.76970345 0.00000000 0.05987740 -0.84436089 0.00000000 0.45735574 -0.71228987 0.00000000 0.74285716 -0.40582484 0.00000000
0.26000002 -0.72052175 -0.43346304 0.00000000 -0.40990284 -0.73418033 0.00000000 0.00907767 -0.84080839 0.00000000 0.42565894 -0.72515887 0.00000000 0.72971171 -0.41780540 0.00000000
0.27000001 -0.75514472 -0.35697746 0.00000000 -0.46415901 -0.69442952 0.00000000 -0.04108211 -0.83425909 0.00000000 0.39368632 -0.73667330 0.00000000 0.71641856 -0.42944244 0.00000000
0.28000000 -0.78178144 -0.27794623 0.00000000 -0.51472670 -0.65076262 0.00000000 -0.09042884 -0.82477766 0.00000000 0.36149427 -0.74683183 0.00000000 0.70298451 -0.44073588 0.00000000
0.29000002 -0.80027103 -0.19719075 0.00000000 -0.56133127 -0.60351014 0.00000000 -0.13879471 -0.81243694 0.00000000 0.32913834 -0.75563604 0.00000000 0.68941861 -0.45168519 0.00000000
0.30000001 -0.81053740 -0.11553897 0.00000000 -0.60372716 -0.55302244 0.00000000 -0.18601763 -0.79731923 0.00000000 0.29667330 -0.76308930 0.00000000 0.67572778 -0.46229005 0.00000000
0.31000000 -0.81258768 -0.03381682 0.00000000 -0.64169866 -0.49966484 0.00000000 -0.23194188 -0.77951574 0.00000000 0.26415357 -0.76919746 0.00000000 0.66191983 -0.47255045 0.00000000
0.32000002 -0.80650914 0.04716007 0.00000000 -0.67506152 -0.44381702 0.00000000 -0.27641857 -0.75912684 0.00000000 0.23163320 -0.77396828 0.00000000 0.64800256 -0.48246649 0.00000000
0.33000001 -0.79247105 0.12659428 0.00000000 -0.70366293 -0.38586903 0.00000000 -0.31930551 -0.73626131 0.00000000 0.19916531 -0.77741235 0.00000000 0.63398355 -0.49203780 0.00000000
0.34000000 -0.77071857 0.20371434 0.00000000 -0.72738397 -0.32621986 0.00000000 -0.36046892 -0.71103305 0.00000000 0.16680197 -0.77954078 0.00000000 0.61987042 -0.50126547 0.00000000
0.35000002 -0.74157035 0.27778202 0.00000000 -0.74613619 -0.26527351 0.00000000 -0.39978254 -0.68356645 0.00000000 0.13459495 -0.78036743 0.00000000 0.60567033 -0.51014918 0.00000000
0.36000001 -0.70541525 0.34809935 0.00000000 -0.75986660 -0.20343696 0.00000000 -0.43712881 -0.65398926 0.00000000 0.10259467 -0.77990907 0.00000000 0.59139127 -0.51869023 0.00000000
0.37000000 -0.66270638 0.41401488 0.00000000 -0.76855284 -0.14111792 0.00000000 -0.47239798 -0.62243670 0.00000000 0.07085066 -0.77818274 0.00000000 0.57703990 -0.52688956 0.00000000
0.38000003 -0.61395639 0.47492999 0.00000000 -0.77220726 -0.07872131 0.00000000 -0.50549060 -0.58904999 0.00000000 0.03941137 -0.77520770 0.00000000 0.56262404 -0.53474712 0.00000000
0.39000002 -0.55973125 0.53030372 0.00000000 -0.77087212 -0.01664750 0.00000000 -0.53631562 -0.55397308 0.00000000 0.00832412 -0.77100676 0.00000000 0.54815096 -0.54226488 0.00000000
